,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD
7446,5/15/2019,Ryan,1,21,0,2,0,24,0
7447,5/15/2019,Schilling,3,46,1,5,1,24,32
7448,5/15/2019,Searles,0,38,0,4,0,0,42
7449,5/15/2019,Sharon Jones,1,50,0,4,0,24,31
7450,5/15/2019,Unidos,0,38,0,6,0,44,0
7451,5/15/2019,Valley Medical Center,2,63,1,5,0,71,0
7452,5/15/2019,Washington Hospital,0,62,0,2,0,64,0
7453,5/16/2019,Amador,2,79,0,5,2,56,32
7454,5/16/2019,Arbuckle,1,78,0,7,0,54,32
7455,5/16/2019,Baldwin Park,0,67,2,12,0,49,32
7456,5/16/2019,Bay,2,39,1,6,0,0,48
7457,5/16/2019,Carlson,2,30,0,0,0,20,12
7458,5/16/2019,Castlemont,0,57,0,8,0,65,0
7459,5/16/2019,Cesar Chavez,4,79,0,11,0,0,94
7460,5/16/2019,Chynoweth,0,33,0,2,0,35,0
7461,5/16/2019,Colonial Acres,2,39,0,4,0,0,45
7462,5/16/2019,Corvallis,0,41,1,6,0,0,48
7463,5/16/2019,Cox,0,32,0,11,1,0,44
7464,5/16/2019,Cureton,0,41,3,15,1,0,60
7465,5/16/2019,Dayton,0,42,1,5,0,0,48
7466,5/16/2019,Decoto,1,94,1,7,1,64,40
7467,5/16/2019,Del Rey,0,35,0,8,0,0,43
7468,5/16/2019,Delaine Eastin,0,28,1,2,0,24,7
7469,5/16/2019,Dorsa,0,37,2,7,0,0,46
7470,5/16/2019,Eden Palms,1,39,0,5,0,45,0
7471,5/16/2019,Eden Youth,2,70,1,4,0,47,30
7472,5/16/2019,Educare,0,64,0,15,0,51,28
7473,5/16/2019,Emerald Vista,0,63,5,11,0,33,46
7474,5/16/2019,Esther Hobbs,1,48,0,1,0,50,0
7475,5/16/2019,FH,1,99,1,2,0,103,0
7476,5/16/2019,Foxdale,0,34,1,5,0,40,0
7477,5/16/2019,Glen Berry,0,30,1,1,0,24,8
7478,5/16/2019,Goss,1,37,0,6,0,0,44
7479,5/16/2019,Graham,0,48,0,8,0,24,32
7480,5/16/2019,Grant,2,35,1,5,0,0,43
7481,5/16/2019,Guy Emanuele,3,33,0,4,0,0,40
7482,5/16/2019,Hesperian,4,40,0,4,0,0,48
7483,5/16/2019,Hillview,0,41,0,3,1,0,45
7484,5/16/2019,Holbrook,1,66,1,10,1,48,31
7485,5/16/2019,Hubbard,3,50,0,6,0,0,59
7486,5/16/2019,Kitayama,1,36,0,5,1,0,43
7487,5/16/2019,Linda Vista,1,98,0,7,0,74,32
7488,5/16/2019,Logan,1,44,1,2,0,48,0
7489,5/16/2019,Marie Kaiser,0,14,1,8,0,23,0
7490,5/16/2019,Meadowfair,0,38,0,8,0,0,46
7491,5/16/2019,Meyer,2,34,0,7,0,0,43
7492,5/16/2019,Paul Miller,1,78,0,7,0,44,42
7493,5/16/2019,Pioneer,0,42,0,1,1,0,44
7494,5/16/2019,Reach,0,16,2,4,0,22,0
7495,5/16/2019,Royal Sunset,0,38,0,5,0,0,43
7496,5/16/2019,Russo,0,25,0,18,0,0,43
7497,5/16/2019,Ryan,1,21,0,1,0,23,0
7498,5/16/2019,Schilling,2,49,1,4,0,24,32
7499,5/16/2019,Searles,0,39,0,3,0,0,42
7500,5/16/2019,Sharon Jones,1,50,0,4,0,24,31
7501,5/16/2019,Unidos,0,40,0,4,0,44,0
7502,5/16/2019,Valley Medical Center,2,63,3,3,0,71,0
7503,5/16/2019,Washington Hospital,0,60,1,3,0,64,0
7504,5/17/2019,Amador,4,55,0,22,4,55,30
7505,5/17/2019,Arbuckle,4,64,0,17,0,53,32
7506,5/17/2019,Baldwin Park,0,45,3,31,1,48,32
7507,5/17/2019,Bay,2,36,1,9,0,0,48
7508,5/17/2019,Carlson,5,25,2,0,0,20,12
7509,5/17/2019,Castlemont,5,42,0,18,0,65,0
7510,5/17/2019,Cesar Chavez,20,53,0,19,1,0,93
7511,5/17/2019,Chynoweth,1,27,0,5,0,33,0
7512,5/17/2019,Colonial Acres,2,38,0,5,0,0,45
7513,5/17/2019,Corvallis,0,40,1,7,0,0,48
7514,5/17/2019,Cox,0,33,0,10,1,0,44
7515,5/17/2019,Cureton,1,38,3,17,1,0,60
7516,5/17/2019,Dayton,0,42,1,5,0,0,48
7517,5/17/2019,Decoto,17,73,1,12,1,64,40
7518,5/17/2019,Del Rey,0,37,0,6,0,0,43
7519,5/17/2019,Delaine Eastin,0,24,0,6,0,23,7
7520,5/17/2019,Dorsa,0,35,1,9,0,0,45
7521,5/17/2019,Eden Palms,2,29,0,11,0,42,0
7522,5/17/2019,Eden Youth,2,53,2,19,0,46,30
7523,5/17/2019,Educare,0,62,0,17,0,51,28
7524,5/17/2019,Emerald Vista,2,53,7,15,0,31,46
7525,5/17/2019,Esther Hobbs,6,36,1,11,0,54,0
7526,5/17/2019,FH,2,95,1,2,0,100,0
7527,5/17/2019,Foxdale,0,24,7,9,0,40,0
7528,5/17/2019,Glen Berry,2,24,0,4,0,22,8
7529,5/17/2019,Goss,1,30,0,13,0,0,44
7530,5/17/2019,Graham,8,34,1,13,0,24,32
7531,5/17/2019,Grant,6,33,1,2,0,0,42
7532,5/17/2019,Guy Emanuele,0,31,0,9,0,0,40
7533,5/17/2019,Hesperian,4,36,0,8,0,0,48
7534,5/17/2019,Hillview,3,33,0,7,2,0,45
7535,5/17/2019,Holbrook,1,48,5,22,1,47,30
7536,5/17/2019,Hubbard,2,44,0,13,0,0,59
7537,5/17/2019,Kitayama,0,34,0,8,1,0,43
7538,5/17/2019,Linda Vista,0,88,0,17,0,73,32
7539,5/17/2019,Logan,5,33,1,9,0,48,0
7540,5/17/2019,Marie Kaiser,3,13,0,7,0,23,0
7541,5/17/2019,Meadowfair,2,39,0,5,0,0,46
7542,5/17/2019,Meyer,2,35,0,6,0,0,43
7543,5/17/2019,Paul Miller,7,53,2,24,0,44,42
7544,5/17/2019,Pioneer,0,39,0,4,1,0,44
7545,5/17/2019,Reach,0,17,2,3,0,22,0
7546,5/17/2019,Royal Sunset,0,33,0,10,0,0,43
7547,5/17/2019,Russo,0,30,0,13,0,0,43
7548,5/17/2019,Ryan,1,15,0,8,0,24,0
7549,5/17/2019,Schilling,4,45,1,6,0,24,32
7550,5/17/2019,Searles,0,39,0,3,0,0,42
7551,5/17/2019,Sharon Jones,6,40,0,8,1,24,31
7552,5/17/2019,Unidos,0,31,0,13,0,44,0
7553,5/17/2019,Valley Medical Center,2,57,5,7,0,71,0
7554,5/17/2019,Washington Hospital,1,58,1,4,0,64,0
7555,5/2/2019,Amador,1,79,1,2,5,56,32
7556,5/2/2019,Arbuckle,1,78,2,6,0,55,32
7557,5/2/2019,Baldwin Park,3,66,1,8,0,47,31
7558,5/2/2019,Bay,0,35,0,13,0,0,48
7559,5/2/2019,Carlson,0,32,0,0,0,20,12
7560,5/2/2019,Castlemont,0,64,0,4,0,68,0
7561,5/2/2019,Cesar Chavez,0,78,1,13,0,0,92
7562,5/2/2019,Chynoweth,0,33,0,2,0,35,0
7563,5/2/2019,Colonial Acres,0,35,0,10,0,0,45
7564,5/2/2019,Corvallis,0,41,1,6,0,0,48
7565,5/2/2019,Cox,1,38,1,5,0,0,45
7566,5/2/2019,Cureton,1,50,2,8,1,0,62
7567,5/2/2019,Dayton,0,43,0,1,0,0,44
7568,5/2/2019,Decoto,1,93,0,7,0,61,40
7569,5/2/2019,Del Rey,0,41,0,2,1,0,44
7570,5/2/2019,Delaine Eastin,1,26,2,1,0,23,7
7571,5/2/2019,Dorsa,0,42,1,3,0,0,46
7572,5/2/2019,Eden Palms,0,39,2,4,0,45,0
7573,5/2/2019,Eden Youth,3,66,2,6,1,47,31
7574,5/2/2019,Educare,1,62,2,15,0,52,28
7575,5/2/2019,Emerald Vista,1,70,2,7,1,33,48
7576,5/2/2019,Esther Hobbs,2,44,1,4,0,51,0
7577,5/2/2019,FH,4,97,0,1,0,102,0
7578,5/2/2019,Foxdale,0,33,1,4,0,38,0
7579,5/2/2019,Glen Berry,2,27,0,3,0,24,8
7580,5/2/2019,Goss,0,35,0,9,0,0,44
7581,5/2/2019,Graham,4,47,1,4,0,24,32
7582,5/2/2019,Grant,4,36,1,2,0,0,43
7583,5/2/2019,Guy Emanuele,0,35,0,5,0,0,40
7584,5/2/2019,Hesperian,0,45,0,3,0,0,48
7585,5/2/2019,Hillview,2,40,0,3,0,0,45
7586,5/2/2019,Holbrook,1,66,2,11,0,48,32
7587,5/2/2019,Hubbard,0,50,0,9,1,0,60
7588,5/2/2019,Kitayama,0,39,0,4,0,0,43
7589,5/2/2019,Linda Vista,0,100,0,5,1,74,32
7590,5/2/2019,Logan,1,45,0,2,0,48,0
7591,5/2/2019,Marie Kaiser,0,20,0,3,0,23,0
7592,5/2/2019,Meadowfair,2,41,0,3,0,0,46
7593,5/2/2019,Meyer,2,39,0,3,0,0,44
7594,5/2/2019,Paul Miller,2,71,1,12,0,44,42
7595,5/2/2019,Pioneer,0,37,0,6,1,0,44
7596,5/2/2019,Reach,0,20,0,2,0,22,0
7597,5/2/2019,Royal Sunset,1,38,0,4,0,0,43
7598,5/2/2019,Russo,2,33,0,8,0,0,43
7599,5/2/2019,Ryan,0,21,0,2,0,23,0
7600,5/2/2019,Schilling,2,50,0,4,0,24,32
7601,5/2/2019,Searles,0,38,0,4,1,0,43
7602,5/2/2019,Sharon Jones,1,52,0,2,0,24,31
7603,5/2/2019,Unidos,0,40,0,4,0,44,0
7604,5/2/2019,Valley Medical Center,1,68,1,1,0,71,0
7605,5/2/2019,Washington Hospital,4,58,2,0,0,64,0
7606,5/20/2019,Amador,1,81,0,4,0,56,30
7607,5/20/2019,Arbuckle,3,67,0,16,0,54,32
7608,5/20/2019,Baldwin Park,1,70,1,6,0,46,32
7609,5/20/2019,Bay,0,38,0,8,0,0,46
7610,5/20/2019,Carlson,4,24,0,3,0,19,12
7611,5/20/2019,Castlemont,1,52,0,10,0,63,0
7612,5/20/2019,Cesar Chavez,2,80,0,10,1,0,93
7613,5/20/2019,Chynoweth,1,32,0,2,0,35,0
7614,5/20/2019,Colonial Acres,0,37,0,9,0,0,46
7615,5/20/2019,Corvallis,0,43,1,4,0,0,48
7616,5/20/2019,Cox,0,37,1,5,1,0,44
7617,5/20/2019,Cureton,2,44,2,10,1,0,59
7618,5/20/2019,Dayton,1,42,1,4,0,0,48
7619,5/20/2019,Decoto,5,87,0,8,4,64,40
7620,5/20/2019,Del Rey,0,36,0,7,0,0,43
7621,5/20/2019,Delaine Eastin,0,24,1,4,0,22,7
7622,5/20/2019,Dorsa,1,35,1,8,0,0,45
7623,5/20/2019,Eden Palms,2,36,1,6,0,45,0
7624,5/20/2019,Eden Youth,5,65,0,6,0,47,29
7625,5/20/2019,Educare,1,62,0,17,0,52,28
7626,5/20/2019,Emerald Vista,4,58,4,12,0,33,45
7627,5/20/2019,Esther Hobbs,3,47,0,4,0,54,0
7628,5/20/2019,FH,0,102,0,0,0,102,0
7629,5/20/2019,Foxdale,0,31,3,5,0,39,0
7630,5/20/2019,Glen Berry,1,29,0,1,0,23,8
7631,5/20/2019,Goss,0,36,0,8,0,0,44
7632,5/20/2019,Graham,7,43,1,3,0,22,32
7633,5/20/2019,Grant,5,32,3,4,0,0,44
7634,5/20/2019,Guy Emanuele,2,27,0,10,0,0,39
7635,5/20/2019,Hesperian,5,38,0,5,0,0,48
7636,5/20/2019,Hillview,5,31,0,8,1,0,45
7637,5/20/2019,Holbrook,0,64,1,12,1,48,30
7638,5/20/2019,Hubbard,8,35,0,16,0,0,59
7639,5/20/2019,Kitayama,0,25,0,17,1,0,43
7640,5/20/2019,Linda Vista,0,99,0,5,0,72,32
7641,5/20/2019,Logan,2,40,0,6,0,48,0
7642,5/20/2019,Marie Kaiser,0,21,1,1,0,23,0
7643,5/20/2019,Meadowfair,1,44,0,1,0,0,46
7644,5/20/2019,Meyer,1,32,0,10,0,0,43
7645,5/20/2019,Paul Miller,2,75,0,9,0,44,42
7646,5/20/2019,Pioneer,0,33,0,8,2,0,43
7647,5/20/2019,Reach,0,22,0,0,0,22,0
7648,5/20/2019,Royal Sunset,0,34,0,9,0,0,43
7649,5/20/2019,Russo,0,32,0,11,0,0,43
7650,5/20/2019,Ryan,0,23,0,1,0,24,0
7651,5/20/2019,Schilling,0,50,1,5,0,24,32
7652,5/20/2019,Searles,1,34,0,8,0,0,43
7653,5/20/2019,Sharon Jones,3,43,0,8,0,23,31
7654,5/20/2019,Unidos,0,36,0,8,0,44,0
7655,5/20/2019,Valley Medical Center,1,60,3,5,0,69,0
7656,5/20/2019,Washington Hospital,2,57,1,4,0,64,0
7657,5/21/2019,Amador,0,79,0,8,1,56,32
7658,5/21/2019,Arbuckle,2,76,0,8,0,54,32
7659,5/21/2019,Baldwin Park,1,71,0,8,0,48,32
7660,5/21/2019,Bay,0,37,0,9,0,0,46
7661,5/21/2019,Carlson,2,27,0,2,0,20,11
7662,5/21/2019,Castlemont,1,53,0,11,0,65,0
7663,5/21/2019,Cesar Chavez,3,83,0,6,1,0,93
7664,5/21/2019,Chynoweth,0,34,0,1,0,35,0
7665,5/21/2019,Colonial Acres,1,41,0,4,0,0,46
7666,5/21/2019,Corvallis,0,43,1,4,0,0,48
7667,5/21/2019,Cox,0,29,1,13,1,0,44
7668,5/21/2019,Cureton,0,49,1,8,1,0,59
7669,5/21/2019,Dayton,1,37,1,9,0,0,48
7670,5/21/2019,Decoto,8,85,0,9,2,64,40
7671,5/21/2019,Del Rey,0,39,0,4,0,0,43
7672,5/21/2019,Delaine Eastin,0,28,0,3,0,24,7
7673,5/21/2019,Dorsa,1,39,0,4,1,0,45
7674,5/21/2019,Eden Palms,2,39,1,3,0,45,0
7675,5/21/2019,Eden Youth,2,67,0,6,1,47,29
7676,5/21/2019,Educare,2,62,2,14,0,52,28
7677,5/21/2019,Emerald Vista,2,63,4,8,0,32,45
7678,5/21/2019,Esther Hobbs,1,44,0,4,0,49,0
7679,5/21/2019,FH,0,100,0,3,0,103,0
7680,5/21/2019,Foxdale,0,32,2,6,0,40,0
7681,5/21/2019,Glen Berry,0,30,0,2,0,24,8
7682,5/21/2019,Goss,2,33,0,9,0,0,44
7683,5/21/2019,Graham,2,49,0,3,0,22,32
7684,5/21/2019,Grant,6,36,3,0,0,0,45
7685,5/21/2019,Guy Emanuele,1,26,0,12,0,0,39
7686,5/21/2019,Hesperian,5,40,0,2,1,0,48
7687,5/21/2019,Hillview,4,32,0,8,1,0,45
7688,5/21/2019,Holbrook,1,64,0,13,1,48,31
7689,5/21/2019,Hubbard,2,46,0,11,0,0,59
7690,5/21/2019,Kitayama,0,30,0,12,1,0,43
7691,5/21/2019,Linda Vista,1,98,1,7,0,75,32
7692,5/21/2019,Logan,1,45,0,2,0,48,0
7693,5/21/2019,Marie Kaiser,0,22,0,1,0,23,0
7694,5/21/2019,Meadowfair,2,41,0,3,0,0,46
7695,5/21/2019,Meyer,1,37,0,5,0,0,43
7696,5/21/2019,Paul Miller,3,79,0,4,0,44,42
7697,5/21/2019,Pioneer,0,33,0,8,2,0,43
7698,5/21/2019,Reach,0,17,0,5,0,22,0
7699,5/21/2019,Royal Sunset,0,35,0,8,0,0,43
7700,5/21/2019,Russo,1,33,0,9,0,0,43
7701,5/21/2019,Ryan,0,24,0,0,0,24,0
7702,5/21/2019,Schilling,0,54,1,0,0,23,32
7703,5/21/2019,Searles,0,35,0,8,0,0,43
7704,5/21/2019,Sharon Jones,0,47,0,7,1,24,31
7705,5/21/2019,Unidos,0,38,1,4,0,43,0
7706,5/21/2019,Valley Medical Center,1,61,2,7,0,71,0
7707,5/21/2019,Washington Hospital,0,59,0,5,0,64,0
7708,5/22/2019,Amador,1,73,1,9,1,55,30
7709,5/22/2019,Arbuckle,2,74,0,9,0,53,32
7710,5/22/2019,Baldwin Park,2,70,1,6,0,47,32
7711,5/22/2019,Bay,0,40,0,6,0,0,46
7712,5/22/2019,Carlson,4,24,2,2,0,20,12
7713,5/22/2019,Castlemont,0,57,0,8,0,65,0
7714,5/22/2019,Cesar Chavez,4,86,1,3,0,0,94
7715,5/22/2019,Chynoweth,0,34,0,1,0,35,0
7716,5/22/2019,Colonial Acres,0,41,0,5,0,0,46
7717,5/22/2019,Corvallis,1,43,1,3,0,0,48
7718,5/22/2019,Cox,1,37,1,4,1,0,44
7719,5/22/2019,Cureton,0,49,1,8,1,0,59
7720,5/22/2019,Dayton,1,45,0,1,0,0,47
7721,5/22/2019,Decoto,8,85,0,9,2,64,40
7722,5/22/2019,Del Rey,0,40,0,3,0,0,43
7723,5/22/2019,Delaine Eastin,0,30,0,1,0,24,7
7724,5/22/2019,Dorsa,2,38,1,4,0,0,45
7725,5/22/2019,Eden Palms,1,39,0,5,0,45,0
7726,5/22/2019,Eden Youth,1,68,0,6,1,47,29
7727,5/22/2019,Educare,3,64,1,13,0,53,28
7728,5/22/2019,Emerald Vista,1,65,3,7,0,32,44
7729,5/22/2019,Esther Hobbs,2,53,0,1,0,56,0
7730,5/22/2019,FH,0,100,0,2,0,102,0
7731,5/22/2019,Foxdale,0,34,2,4,0,40,0
7732,5/22/2019,Glen Berry,0,28,0,3,0,23,8
7733,5/22/2019,Goss,0,35,0,9,0,0,44
7734,5/22/2019,Graham,1,48,0,5,0,22,32
7735,5/22/2019,Grant,2,33,2,6,0,0,43
7736,5/22/2019,Guy Emanuele,0,30,0,10,0,0,40
7737,5/22/2019,Hesperian,5,37,0,5,1,0,48
7738,5/22/2019,Hillview,3,32,0,10,0,0,45
7739,5/22/2019,Holbrook,2,63,1,10,1,46,31
7740,5/22/2019,Hubbard,1,49,0,8,1,0,59
7741,5/22/2019,Kitayama,0,28,0,14,1,0,43
7742,5/22/2019,Linda Vista,0,101,1,5,0,75,32
7743,5/22/2019,Logan,2,44,0,2,0,48,0
7744,5/22/2019,Marie Kaiser,0,20,0,3,0,23,0
7745,5/22/2019,Meadowfair,1,44,0,1,0,0,46
7746,5/22/2019,Meyer,1,36,0,6,0,0,43
7747,5/22/2019,Paul Miller,6,76,1,3,0,44,42
7748,5/22/2019,Pioneer,1,32,0,8,2,0,43
7749,5/22/2019,Reach,0,20,0,1,1,22,0
7750,5/22/2019,Royal Sunset,0,37,0,6,0,0,43
7751,5/22/2019,Russo,0,28,0,15,0,0,43
7752,5/22/2019,Ryan,0,24,0,0,0,24,0
7753,5/22/2019,Schilling,0,53,1,2,0,24,32
7754,5/22/2019,Searles,0,40,0,3,0,0,43
7755,5/22/2019,Sharon Jones,1,51,0,3,0,24,31
7756,5/22/2019,Unidos,0,39,0,5,0,44,0
7757,5/22/2019,Valley Medical Center,1,63,2,5,0,71,0
7758,5/22/2019,Washington Hospital,1,60,1,2,0,64,0
7759,5/23/2019,Amador,3,75,1,8,1,56,32
7760,5/23/2019,Arbuckle,2,75,0,9,0,54,32
7761,5/23/2019,Baldwin Park,0,71,1,8,0,48,32
7762,5/23/2019,Bay,0,38,0,8,0,0,46
7763,5/23/2019,Carlson,3,27,0,2,0,20,12
7764,5/23/2019,Castlemont,0,59,1,5,0,65,0
7765,5/23/2019,Cesar Chavez,4,80,1,9,0,0,94
7766,5/23/2019,Chynoweth,0,35,0,0,0,35,0
7767,5/23/2019,Colonial Acres,0,44,0,2,0,0,46
7768,5/23/2019,Corvallis,1,35,2,10,0,0,48
7769,5/23/2019,Cox,0,36,1,6,1,0,44
7770,5/23/2019,Cureton,0,50,1,7,1,0,59
7771,5/23/2019,Dayton,1,43,0,3,0,0,47
7772,5/23/2019,Decoto,7,89,0,5,3,64,40
7773,5/23/2019,Del Rey,0,41,0,2,0,0,43
7774,5/23/2019,Delaine Eastin,0,28,1,2,0,24,7
7775,5/23/2019,Dorsa,2,38,1,4,0,0,45
7776,5/23/2019,Eden Palms,2,39,0,4,0,45,0
7777,5/23/2019,Eden Youth,2,71,0,2,1,47,29
7778,5/23/2019,Educare,2,59,0,18,0,52,27
7779,5/23/2019,Emerald Vista,2,65,2,8,0,33,44
7780,5/23/2019,Esther Hobbs,1,45,0,4,0,50,0
7781,5/23/2019,FH,0,100,0,3,0,103,0
7782,5/23/2019,Foxdale,0,32,2,6,0,40,0
7783,5/23/2019,Glen Berry,1,28,0,3,0,24,8
7784,5/23/2019,Goss,0,37,0,7,0,0,44
7785,5/23/2019,Graham,1,48,1,4,0,22,32
7786,5/23/2019,Grant,1,34,2,6,0,0,43
7787,5/23/2019,Guy Emanuele,1,30,0,9,0,0,40
7788,5/23/2019,Hesperian,3,42,0,2,1,0,48
7789,5/23/2019,Hillview,1,36,0,8,0,0,45
7790,5/23/2019,Holbrook,0,65,1,12,1,48,31
7791,5/23/2019,Hubbard,2,47,0,9,1,0,59
7792,5/23/2019,Kitayama,0,28,0,14,1,0,43
7793,5/23/2019,Linda Vista,0,104,0,2,0,74,32
7794,5/23/2019,Logan,1,44,0,3,0,48,0
7795,5/23/2019,Marie Kaiser,0,19,0,4,0,23,0
7796,5/23/2019,Meadowfair,1,44,0,1,0,0,46
7797,5/23/2019,Meyer,1,37,0,5,0,0,43
7798,5/23/2019,Paul Miller,3,80,0,3,0,44,42
7799,5/23/2019,Pioneer,2,35,0,5,1,0,43
7800,5/23/2019,Reach,0,18,0,4,0,22,0
7801,5/23/2019,Royal Sunset,0,36,0,7,0,0,43
7802,5/23/2019,Russo,0,34,0,9,0,0,43
7803,5/23/2019,Ryan,1,22,0,0,0,23,0
7804,5/23/2019,Schilling,1,50,1,4,0,24,32
7805,5/23/2019,Searles,1,36,0,6,0,0,43
7806,5/23/2019,Sharon Jones,1,54,0,0,0,24,31
7807,5/23/2019,Unidos,0,32,0,12,0,44,0
7808,5/23/2019,Valley Medical Center,2,65,1,3,0,71,0
7809,5/23/2019,Washington Hospital,2,60,2,0,0,64,0
7810,5/24/2019,Amador,3,63,1,17,1,55,30
7811,5/24/2019,Arbuckle,2,75,1,7,0,53,32
7812,5/24/2019,Baldwin Park,0,67,0,13,0,48,32
7813,5/24/2019,Bay,1,24,0,21,0,0,46
7814,5/24/2019,Carlson,1,27,3,1,0,20,12
7815,5/24/2019,Castlemont,4,54,1,6,0,65,0
7816,5/24/2019,Cesar Chavez,5,75,1,13,0,0,94
7817,5/24/2019,Chynoweth,1,28,1,3,0,33,0
7818,5/24/2019,Colonial Acres,3,28,0,15,0,0,46
7819,5/24/2019,Corvallis,2,38,2,6,0,0,48
7820,5/24/2019,Cox,0,31,1,11,1,0,44
7821,5/24/2019,Cureton,1,37,1,19,1,0,59
7822,5/24/2019,Dayton,1,39,0,7,0,0,47
7823,5/24/2019,Decoto,9,82,2,9,2,64,40
7824,5/24/2019,Del Rey,0,40,0,3,0,0,43
7825,5/24/2019,Delaine Eastin,0,24,1,5,0,23,7
7826,5/24/2019,Dorsa,2,38,1,4,0,0,45
7827,5/24/2019,Eden Palms,1,38,0,3,0,42,0
7828,5/24/2019,Eden Youth,2,65,0,8,1,47,29
7829,5/24/2019,Educare,2,62,0,14,0,52,26
7830,5/24/2019,Emerald Vista,2,57,3,13,0,31,44
7831,5/24/2019,Esther Hobbs,1,44,0,9,0,54,0
7832,5/24/2019,FH,0,96,1,3,0,100,0
7833,5/24/2019,Foxdale,0,31,1,8,0,40,0
7834,5/24/2019,Glen Berry,2,24,0,4,0,22,8
7835,5/24/2019,Goss,0,34,0,10,0,0,44
7836,5/24/2019,Graham,4,39,0,11,0,22,32
7837,5/24/2019,Grant,1,28,2,11,0,0,42
7838,5/24/2019,Guy Emanuele,0,28,0,12,0,0,40
7839,5/24/2019,Hesperian,4,34,0,7,3,0,48
7840,5/24/2019,Hillview,4,25,0,14,2,0,45
7841,5/24/2019,Holbrook,1,56,1,18,1,47,30
7842,5/24/2019,Hubbard,1,43,0,14,1,0,59
7843,5/24/2019,Kitayama,2,23,0,17,1,0,43
7844,5/24/2019,Linda Vista,2,87,0,16,0,73,32
7845,5/24/2019,Logan,3,39,0,6,0,48,0
7846,5/24/2019,Marie Kaiser,1,18,0,4,0,23,0
7847,5/24/2019,Meadowfair,2,38,0,6,0,0,46
7848,5/24/2019,Meyer,1,32,0,10,0,0,43
7849,5/24/2019,Paul Miller,5,70,0,11,0,44,42
7850,5/24/2019,Pioneer,0,34,0,7,2,0,43
7851,5/24/2019,Reach,0,21,0,1,0,22,0
7852,5/24/2019,Royal Sunset,0,28,0,15,0,0,43
7853,5/24/2019,Russo,0,35,0,8,0,0,43
7854,5/24/2019,Ryan,2,22,0,0,0,24,0
7855,5/24/2019,Schilling,2,44,0,9,0,24,31
7856,5/24/2019,Searles,1,32,0,10,0,0,43
7857,5/24/2019,Sharon Jones,3,49,0,3,0,24,31
7858,5/24/2019,Unidos,0,35,0,9,0,44,0
7859,5/24/2019,Valley Medical Center,2,58,4,7,0,71,0
7860,5/24/2019,Washington Hospital,5,54,1,4,0,64,0
7861,5/28/2019,Amador,4,76,1,6,1,56,32
7862,5/28/2019,Arbuckle,2,70,1,13,0,54,32
7863,5/28/2019,Baldwin Park,4,67,1,8,0,48,32
7864,5/28/2019,Bay,0,36,0,10,0,0,46
7865,5/28/2019,Carlson,1,27,0,1,0,20,9
7866,5/28/2019,Castlemont,1,56,1,7,0,65,0
7867,5/28/2019,Cesar Chavez,4,87,1,3,0,0,95
7868,5/28/2019,Chynoweth,1,32,0,3,0,36,0
7869,5/28/2019,Colonial Acres,1,42,0,3,0,0,46
7870,5/28/2019,Corvallis,1,41,2,4,0,0,48
7871,5/28/2019,Cox,0,36,1,5,2,0,44
7872,5/28/2019,Cureton,2,46,1,9,1,0,59
7873,5/28/2019,Dayton,0,44,0,3,0,0,47
7874,5/28/2019,Decoto,9,89,0,3,3,64,40
7875,5/28/2019,Del Rey,0,41,0,2,0,0,43
7876,5/28/2019,Delaine Eastin,1,25,1,4,0,24,7
7877,5/28/2019,Dorsa,2,34,0,8,0,0,44
7878,5/28/2019,Eden Palms,3,39,2,2,0,46,0
7879,5/28/2019,Eden Youth,2,66,0,6,1,47,28
7880,5/28/2019,Educare,0,67,0,10,0,51,26
7881,5/28/2019,Emerald Vista,3,58,4,12,0,32,45
7882,5/28/2019,Esther Hobbs,1,46,0,1,0,48,0
7883,5/28/2019,FH,0,102,0,4,0,106,0
7884,5/28/2019,Foxdale,0,36,0,3,0,39,0
7885,5/28/2019,Glen Berry,1,29,0,2,0,24,8
7886,5/28/2019,Goss,0,35,1,8,0,0,44
7887,5/28/2019,Graham,6,45,1,3,0,23,32
7888,5/28/2019,Grant,1,38,2,4,0,0,45
7889,5/28/2019,Guy Emanuele,0,31,0,8,0,0,39
7890,5/28/2019,Hesperian,1,38,0,7,2,0,48
7891,5/28/2019,Hillview,1,35,0,6,3,0,45
7892,5/28/2019,Holbrook,1,67,2,8,1,48,31
7893,5/28/2019,Hubbard,0,48,0,13,0,0,61
7894,5/28/2019,Kitayama,2,25,0,15,1,0,43
7895,5/28/2019,Linda Vista,2,89,2,14,0,75,32
7896,5/28/2019,Logan,1,41,0,6,1,49,0
7897,5/28/2019,Marie Kaiser,1,21,0,1,0,23,0
7898,5/28/2019,Meadowfair,0,44,0,2,0,0,46
7899,5/28/2019,Meyer,2,39,0,2,0,0,43
7900,5/28/2019,Paul Miller,6,71,1,7,0,43,42
7901,5/28/2019,Pioneer,1,34,0,7,1,0,43
7902,5/28/2019,Reach,0,20,0,2,0,22,0
7903,5/28/2019,Royal Sunset,0,35,0,8,0,0,43
7904,5/28/2019,Russo,3,32,0,9,0,0,44
7905,5/28/2019,Ryan,0,23,0,1,0,24,0
7906,5/28/2019,Schilling,1,47,0,6,0,23,31
7907,5/28/2019,Searles,1,35,0,7,0,0,43
7908,5/28/2019,Sharon Jones,4,44,0,7,0,24,31
7909,5/28/2019,Unidos,0,40,0,3,0,43,0
