,AttendanceDate,Center,Best Interest,In Attendance,Other,Sick,Unexcused Absence,FD,PD,Total Attendance,Total Absence,Total,Attendance Rate
6255,4/12/2019,Del Rey,1,37,0,7,2,0,47,37,10,47,0.7872340425531915
6256,4/12/2019,Delaine Eastin,1,22,2,6,0,23,8,22,9,31,0.7096774193548387
6257,4/12/2019,Dorsa,1,38,1,8,0,0,48,38,10,48,0.7916666666666666
6258,4/12/2019,Eden Palms,1,32,1,8,0,42,0,32,10,42,0.7619047619047619
6259,4/12/2019,Eden Youth,1,66,2,9,0,47,31,66,12,78,0.8461538461538461
6260,4/12/2019,Educare,1,60,0,17,0,50,28,60,18,78,0.7692307692307693
6261,4/12/2019,Emerald Vista,1,64,1,14,1,31,50,64,17,81,0.7901234567901234
6262,4/12/2019,Esther Hobbs,0,44,0,12,0,56,0,44,12,56,0.7857142857142857
6263,4/12/2019,FH,1,95,0,3,0,99,0,95,4,99,0.9595959595959596
6264,4/12/2019,Foxdale,1,30,3,5,0,39,0,30,9,39,0.7692307692307693
6265,4/12/2019,Glen Berry,1,26,0,2,0,21,8,26,3,29,0.896551724137931
6266,4/12/2019,Goss,0,37,1,6,0,0,44,37,7,44,0.8409090909090909
6267,4/12/2019,Graham,2,46,1,7,0,24,32,46,10,56,0.8214285714285714
6268,4/12/2019,Grant,1,33,0,8,1,0,43,33,10,43,0.7674418604651163
6269,4/12/2019,Guy Emanuele,2,34,0,6,0,0,42,34,8,42,0.8095238095238095
6270,4/12/2019,Hesperian,0,45,1,1,0,0,47,45,2,47,0.9574468085106383
6271,4/12/2019,Hillview,0,37,0,7,1,0,45,37,8,45,0.8222222222222222
6272,4/12/2019,Holbrook,0,70,3,6,0,47,32,70,9,79,0.8860759493670886
6273,4/12/2019,Hubbard,2,48,1,11,0,0,62,48,14,62,0.7741935483870968
6274,4/12/2019,Kitayama,0,36,1,7,0,0,44,36,8,44,0.8181818181818182
6275,4/12/2019,Linda Vista,6,89,2,9,0,74,32,89,17,106,0.839622641509434
6276,4/12/2019,Logan,0,42,0,6,0,48,0,42,6,48,0.875
6277,4/12/2019,Marie Kaiser,0,19,0,3,0,22,0,19,3,22,0.8636363636363636
6278,4/12/2019,Meadowfair,5,31,2,10,0,0,48,31,17,48,0.6458333333333334
6279,4/12/2019,Meyer,2,37,0,3,1,0,43,37,6,43,0.8604651162790697
6280,4/12/2019,Paul Miller,1,76,1,7,1,44,42,76,10,86,0.8837209302325582
6281,4/12/2019,Pioneer,1,38,0,5,0,0,44,38,6,44,0.8636363636363636
6282,4/12/2019,Reach,0,18,1,2,1,22,0,18,4,22,0.8181818181818182
6283,4/12/2019,Royal Sunset,0,31,2,11,0,0,44,31,13,44,0.7045454545454546
6284,4/12/2019,Russo,1,31,0,12,0,0,44,31,13,44,0.7045454545454546
6285,4/12/2019,Ryan,2,21,0,1,0,24,0,21,3,24,0.875
6286,4/12/2019,Schilling,2,45,1,8,0,24,32,45,11,56,0.8035714285714286
6287,4/12/2019,Searles,1,42,0,0,0,0,43,42,1,43,0.9767441860465116
6288,4/12/2019,Sharon Jones,2,44,1,8,0,24,31,44,11,55,0.8
6289,4/12/2019,Unidos,1,39,0,4,0,44,0,39,5,44,0.8863636363636364
6290,4/12/2019,Valley Medical Center,2,58,3,6,0,69,0,58,11,69,0.8405797101449275
6291,4/12/2019,Washington Hospital,1,58,0,5,0,64,0,58,6,64,0.90625
6292,4/15/2019,Amador,6,63,0,12,2,55,28,63,20,83,0.7590361445783133
6293,4/15/2019,Arbuckle,0,48,0,5,0,53,0,48,5,53,0.9056603773584906
6294,4/15/2019,Baldwin Park,2,66,1,7,1,46,31,66,11,77,0.8571428571428571
6295,4/15/2019,Bay,0,22,0,26,0,0,48,22,26,48,0.4583333333333333
6296,4/15/2019,Carlson,0,26,0,4,0,19,11,26,4,30,0.8666666666666667
6297,4/15/2019,Castlemont,2,60,0,5,0,67,0,60,7,67,0.8955223880597015
6298,4/15/2019,Cesar Chavez,1,75,3,13,1,0,93,75,18,93,0.8064516129032258
6299,4/15/2019,Chynoweth,0,33,0,2,1,36,0,33,3,36,0.9166666666666666
6300,4/15/2019,Colonial Acres,6,33,0,3,0,0,42,33,9,42,0.7857142857142857
6301,4/15/2019,Corvallis,5,31,1,11,0,0,48,31,17,48,0.6458333333333334
6302,4/15/2019,Cox,1,39,0,5,2,0,47,39,8,47,0.8297872340425532
6303,4/15/2019,Cureton,1,21,0,9,0,0,31,21,10,31,0.6774193548387096
6304,4/15/2019,Dayton,1,30,0,13,0,0,44,30,14,44,0.6818181818181818
6305,4/15/2019,Decoto,5,92,2,3,1,63,40,92,11,103,0.8932038834951457
6306,4/15/2019,Del Rey,1,38,0,6,0,0,45,38,7,45,0.8444444444444444
6307,4/15/2019,Delaine Eastin,1,23,1,4,0,21,8,23,6,29,0.7931034482758621
6308,4/15/2019,Dorsa,1,37,1,9,0,0,48,37,11,48,0.7708333333333334
6309,4/15/2019,Eden Palms,2,40,1,4,0,47,0,40,7,47,0.851063829787234
6310,4/15/2019,Eden Youth,0,60,2,17,0,48,31,60,19,79,0.759493670886076
6311,4/15/2019,Educare,2,70,0,7,0,51,28,70,9,79,0.8860759493670886
6312,4/15/2019,Emerald Vista,0,72,1,8,1,33,49,72,10,82,0.8780487804878049
6313,4/15/2019,Esther Hobbs,1,44,0,12,0,57,0,44,13,57,0.7719298245614035
6314,4/15/2019,FH,1,93,0,6,0,100,0,93,7,100,0.93
6315,4/15/2019,Foxdale,0,30,2,5,0,37,0,30,7,37,0.8108108108108109
6316,4/15/2019,Glen Berry,2,24,0,5,0,23,8,24,7,31,0.7741935483870968
6317,4/15/2019,Goss,0,36,0,8,0,0,44,36,8,44,0.8181818181818182
6318,4/15/2019,Graham,0,50,1,5,0,24,32,50,6,56,0.8928571428571429
6319,4/15/2019,Grant,2,32,0,10,0,0,44,32,12,44,0.7272727272727273
6320,4/15/2019,Guy Emanuele,4,28,0,7,0,0,39,28,11,39,0.717948717948718
6321,4/15/2019,Hesperian,4,30,1,12,1,0,48,30,18,48,0.625
6322,4/15/2019,Hillview,4,30,2,9,0,0,45,30,15,45,0.6666666666666666
6323,4/15/2019,Holbrook,0,68,3,8,0,48,31,68,11,79,0.8607594936708861
6324,4/15/2019,Kitayama,0,38,1,4,0,0,43,38,5,43,0.8837209302325582
6325,4/15/2019,Linda Vista,8,83,2,12,0,73,32,83,22,105,0.7904761904761904
6326,4/15/2019,Logan,1,43,1,2,1,48,0,43,5,48,0.8958333333333334
6327,4/15/2019,Marie Kaiser,0,21,0,2,0,23,0,21,2,23,0.9130434782608695
6328,4/15/2019,Meadowfair,2,38,1,7,0,0,48,38,10,48,0.7916666666666666
6329,4/15/2019,Meyer,1,38,0,3,1,0,43,38,5,43,0.8837209302325582
6330,4/15/2019,Paul Miller,1,78,1,6,0,44,42,78,8,86,0.9069767441860465
6331,4/15/2019,Pioneer,3,39,0,2,0,0,44,39,5,44,0.8863636363636364
6332,4/15/2019,Reach,0,19,2,3,1,25,0,19,6,25,0.76
6333,4/15/2019,Royal Sunset,1,29,3,12,0,0,45,29,16,45,0.6444444444444445
6334,4/15/2019,Russo,1,37,2,4,0,0,44,37,7,44,0.8409090909090909
6335,4/15/2019,Ryan,0,23,0,1,0,24,0,23,1,24,0.9583333333333334
6336,4/15/2019,Schilling,2,42,1,10,0,23,32,42,13,55,0.7636363636363637
6337,4/15/2019,Searles,0,40,0,3,0,0,43,40,3,43,0.9302325581395349
6338,4/15/2019,Sharon Jones,2,44,1,8,0,24,31,44,11,55,0.8
6339,4/15/2019,Unidos,0,43,0,1,0,44,0,43,1,44,0.9772727272727273
6340,4/15/2019,Valley Medical Center,0,60,3,5,0,68,0,60,8,68,0.8823529411764706
6341,4/15/2019,Washington Hospital,0,63,0,1,0,64,0,63,1,64,0.984375
6342,4/16/2019,Amador,5,69,0,10,1,55,30,69,16,85,0.8117647058823529
6343,4/16/2019,Arbuckle,1,73,2,9,0,53,32,73,12,85,0.8588235294117647
6344,4/16/2019,Baldwin Park,1,68,0,9,1,48,31,68,11,79,0.8607594936708861
6345,4/16/2019,Bay,0,25,0,23,0,0,48,25,23,48,0.5208333333333334
6346,4/16/2019,Carlson,0,29,0,1,0,20,10,29,1,30,0.9666666666666667
6347,4/16/2019,Castlemont,2,61,0,5,1,69,0,61,8,69,0.8840579710144928
6348,4/16/2019,Cesar Chavez,1,82,3,7,0,0,93,82,11,93,0.8817204301075269
6349,4/16/2019,Chynoweth,3,29,1,3,0,36,0,29,7,36,0.8055555555555556
6350,4/16/2019,Colonial Acres,5,32,0,4,1,0,42,32,10,42,0.7619047619047619
6351,4/16/2019,Corvallis,4,37,1,6,0,0,48,37,11,48,0.7708333333333334
6352,4/16/2019,Cox,1,39,0,5,1,0,46,39,7,46,0.8478260869565217
6353,4/16/2019,Cureton,1,50,0,11,0,0,62,50,12,62,0.8064516129032258
6354,4/16/2019,Dayton,1,37,0,6,0,0,44,37,7,44,0.8409090909090909
6355,4/16/2019,Decoto,5,92,2,3,1,63,40,92,11,103,0.8932038834951457
6356,4/16/2019,Del Rey,0,40,0,4,1,0,45,40,5,45,0.8888888888888888
6357,4/16/2019,Delaine Eastin,1,25,0,5,0,23,8,25,6,31,0.8064516129032258
6358,4/16/2019,Dorsa,1,37,1,9,0,0,48,37,11,48,0.7708333333333334
6359,4/16/2019,Eden Palms,2,40,1,4,0,47,0,40,7,47,0.851063829787234
6360,4/16/2019,Eden Youth,0,63,2,15,0,48,32,63,17,80,0.7875
6361,4/16/2019,Educare,2,69,0,6,0,49,28,69,8,77,0.8961038961038961
6362,4/16/2019,Emerald Vista,0,75,1,4,1,32,49,75,6,81,0.9259259259259259
6363,4/16/2019,Esther Hobbs,3,41,0,8,0,52,0,41,11,52,0.7884615384615384
6364,4/16/2019,FH,1,99,0,1,0,101,0,99,2,101,0.9801980198019802
6365,4/16/2019,Foxdale,1,33,2,2,0,38,0,33,5,38,0.868421052631579
6366,4/16/2019,Glen Berry,3,26,0,3,0,24,8,26,6,32,0.8125
6367,4/16/2019,Goss,0,36,0,8,0,0,44,36,8,44,0.8181818181818182
6368,4/16/2019,Graham,1,52,0,3,0,24,32,52,4,56,0.9285714285714286
6369,4/16/2019,Grant,2,37,0,6,0,0,45,37,8,45,0.8222222222222222
6370,4/16/2019,Guy Emanuele,4,32,0,3,0,0,39,32,7,39,0.8205128205128205
6371,4/16/2019,Hesperian,5,32,1,10,0,0,48,32,16,48,0.6666666666666666
6372,4/16/2019,Hillview,4,32,1,8,0,0,45,32,13,45,0.7111111111111111
6373,4/16/2019,Holbrook,1,71,4,4,0,48,32,71,9,80,0.8875
6374,4/16/2019,Hubbard,2,53,1,6,0,0,62,53,9,62,0.8548387096774194
6375,4/16/2019,Kitayama,0,40,1,2,0,0,43,40,3,43,0.9302325581395349
6376,4/16/2019,Linda Vista,2,94,4,8,0,76,32,94,14,108,0.8703703703703703
6377,4/16/2019,Logan,1,44,0,2,1,48,0,44,4,48,0.9166666666666666
6378,4/16/2019,Marie Kaiser,0,22,0,1,0,23,0,22,1,23,0.9565217391304348
6379,4/16/2019,Meadowfair,2,35,1,10,0,0,48,35,13,48,0.7291666666666666
6380,4/16/2019,Meyer,2,35,0,5,1,0,43,35,8,43,0.813953488372093
6381,4/16/2019,Paul Miller,2,75,1,8,0,44,42,75,11,86,0.872093023255814
6382,4/16/2019,Pioneer,3,38,0,3,0,0,44,38,6,44,0.8636363636363636
6383,4/16/2019,Reach,0,18,1,4,0,23,0,18,5,23,0.782608695652174
6384,4/16/2019,Royal Sunset,1,29,1,12,0,0,43,29,14,43,0.6744186046511628
6385,4/16/2019,Russo,1,38,2,3,0,0,44,38,6,44,0.8636363636363636
6386,4/16/2019,Ryan,0,24,0,0,0,24,0,24,0,24,1.0
6387,4/16/2019,Schilling,0,45,1,9,0,23,32,45,10,55,0.8181818181818182
6388,4/16/2019,Searles,1,40,0,2,0,0,43,40,3,43,0.9302325581395349
6389,4/16/2019,Sharon Jones,1,48,0,6,0,24,31,48,7,55,0.8727272727272727
6390,4/16/2019,Unidos,0,39,0,4,0,43,0,39,4,43,0.9069767441860465
6391,4/16/2019,Valley Medical Center,2,62,0,6,0,70,0,62,8,70,0.8857142857142857
6392,4/16/2019,Washington Hospital,0,61,0,2,1,64,0,61,3,64,0.953125
6393,4/17/2019,Amador,9,62,0,10,1,54,28,62,20,82,0.7560975609756098
6394,4/17/2019,Arbuckle,0,68,2,13,0,51,32,68,15,83,0.8192771084337349
6395,4/17/2019,Baldwin Park,0,66,0,12,1,48,31,66,13,79,0.8354430379746836
6396,4/17/2019,Bay,0,25,0,22,1,0,48,25,23,48,0.5208333333333334
6397,4/17/2019,Carlson,1,26,1,3,0,20,11,26,5,31,0.8387096774193549
6398,4/17/2019,Castlemont,1,62,0,5,1,69,0,62,7,69,0.8985507246376812
6399,4/17/2019,Cesar Chavez,0,87,3,3,0,0,93,87,6,93,0.9354838709677419
6400,4/17/2019,Chynoweth,1,33,0,2,0,36,0,33,3,36,0.9166666666666666
6401,4/17/2019,Colonial Acres,6,27,0,7,2,0,42,27,15,42,0.6428571428571429
6402,4/17/2019,Corvallis,3,38,1,6,0,0,48,38,10,48,0.7916666666666666
6403,4/17/2019,Cox,0,38,0,7,1,0,46,38,8,46,0.8260869565217391
6404,4/17/2019,Cureton,1,49,0,12,0,0,62,49,13,62,0.7903225806451613
6405,4/17/2019,Dayton,2,36,0,6,0,0,44,36,8,44,0.8181818181818182
6406,4/17/2019,Decoto,2,96,2,2,1,63,40,96,7,103,0.9320388349514563
6407,4/17/2019,Del Rey,0,40,0,4,1,0,45,40,5,45,0.8888888888888888
6408,4/17/2019,Delaine Eastin,1,26,0,5,0,24,8,26,6,32,0.8125
6409,4/17/2019,Dorsa,1,36,1,10,0,0,48,36,12,48,0.75
6410,4/17/2019,Eden Palms,1,42,2,2,0,47,0,42,5,47,0.8936170212765957
6411,4/17/2019,Eden Youth,0,64,3,13,0,48,32,64,16,80,0.8
6412,4/17/2019,Educare,3,66,0,10,0,51,28,66,13,79,0.8354430379746836
6413,4/17/2019,Emerald Vista,1,73,1,5,0,32,48,73,7,80,0.9125
6414,4/17/2019,Esther Hobbs,3,42,0,12,0,57,0,42,15,57,0.7368421052631579
6415,4/17/2019,FH,0,98,0,2,0,100,0,98,2,100,0.98
6416,4/17/2019,Foxdale,1,28,3,6,0,38,0,28,10,38,0.7368421052631579
6417,4/17/2019,Glen Berry,2,24,0,5,0,23,8,24,7,31,0.7741935483870968
6418,4/17/2019,Goss,0,39,0,5,0,0,44,39,5,44,0.8863636363636364
6419,4/17/2019,Graham,1,53,0,2,0,24,32,53,3,56,0.9464285714285714
6420,4/17/2019,Grant,2,31,0,10,0,0,43,31,12,43,0.7209302325581395
6421,4/17/2019,Guy Emanuele,3,33,1,3,0,0,40,33,7,40,0.825
6422,4/17/2019,Hesperian,5,38,1,4,0,0,48,38,10,48,0.7916666666666666
6423,4/17/2019,Hillview,4,34,0,7,0,0,45,34,11,45,0.7555555555555555
6424,4/17/2019,Holbrook,0,73,3,2,0,46,32,73,5,78,0.9358974358974359
6425,4/17/2019,Hubbard,2,55,1,4,0,0,62,55,7,62,0.8870967741935484
6426,4/17/2019,Kitayama,3,37,1,2,0,0,43,37,6,43,0.8604651162790697
6427,4/17/2019,Linda Vista,1,100,3,3,1,76,32,100,8,108,0.9259259259259259
6428,4/17/2019,Logan,0,44,1,3,0,48,0,44,4,48,0.9166666666666666
6429,4/17/2019,Marie Kaiser,0,22,0,1,0,23,0,22,1,23,0.9565217391304348
6430,4/17/2019,Meadowfair,2,39,1,6,0,0,48,39,9,48,0.8125
6431,4/17/2019,Meyer,2,35,0,6,0,0,43,35,8,43,0.813953488372093
6432,4/17/2019,Paul Miller,1,76,2,7,0,44,42,76,10,86,0.8837209302325582
6433,4/17/2019,Pioneer,3,41,0,0,0,0,44,41,3,44,0.9318181818181818
6434,4/17/2019,Reach,1,18,1,3,0,23,0,18,5,23,0.782608695652174
6435,4/17/2019,Royal Sunset,1,29,1,12,0,0,43,29,14,43,0.6744186046511628
6436,4/17/2019,Russo,1,38,2,3,0,0,44,38,6,44,0.8636363636363636
6437,4/17/2019,Ryan,0,23,0,1,0,24,0,23,1,24,0.9583333333333334
6438,4/17/2019,Schilling,0,48,1,7,0,24,32,48,8,56,0.8571428571428571
6439,4/17/2019,Searles,1,41,0,1,0,0,43,41,2,43,0.9534883720930233
6440,4/17/2019,Sharon Jones,2,46,0,7,0,24,31,46,9,55,0.8363636363636363
6441,4/17/2019,Unidos,0,39,1,4,0,44,0,39,5,44,0.8863636363636364
6442,4/17/2019,Valley Medical Center,1,65,1,3,0,70,0,65,5,70,0.9285714285714286
6443,4/17/2019,Washington Hospital,2,60,0,2,0,64,0,60,4,64,0.9375
6444,4/18/2019,Amador,6,69,0,5,5,55,30,69,16,85,0.8117647058823529
6445,4/18/2019,Arbuckle,1,71,2,10,0,52,32,71,13,84,0.8452380952380952
6446,4/18/2019,Baldwin Park,1,69,0,8,1,48,31,69,10,79,0.8734177215189873
6447,4/18/2019,Bay,0,23,0,25,0,0,48,23,25,48,0.4791666666666667
6448,4/18/2019,Carlson,0,29,0,1,1,20,11,29,2,31,0.9354838709677419
6449,4/18/2019,Castlemont,1,63,0,4,1,69,0,63,6,69,0.9130434782608695
6450,4/18/2019,Cesar Chavez,2,76,3,12,0,0,93,76,17,93,0.8172043010752689
6451,4/18/2019,Chynoweth,0,34,0,1,1,36,0,34,2,36,0.9444444444444444
6452,4/18/2019,Colonial Acres,7,30,0,3,2,0,42,30,12,42,0.7142857142857143
6453,4/18/2019,Corvallis,3,36,1,8,0,0,48,36,12,48,0.75
6454,4/18/2019,Cox,0,38,0,7,1,0,46,38,8,46,0.8260869565217391
6455,4/18/2019,Cureton,2,50,0,10,0,0,62,50,12,62,0.8064516129032258
6456,4/18/2019,Dayton,2,32,0,10,0,0,44,32,12,44,0.7272727272727273
6457,4/18/2019,Decoto,6,88,2,5,2,63,40,88,15,103,0.8543689320388349
6458,4/18/2019,Del Rey,0,35,0,9,1,0,45,35,10,45,0.7777777777777778
6459,4/18/2019,Delaine Eastin,1,27,1,3,0,24,8,27,5,32,0.84375
6460,4/18/2019,Dorsa,1,33,1,13,0,0,48,33,15,48,0.6875
6461,4/18/2019,Eden Palms,2,40,1,3,0,46,0,40,6,46,0.8695652173913043
6462,4/18/2019,Eden Youth,1,64,3,12,0,48,32,64,16,80,0.8
6463,4/18/2019,Educare,2,63,0,13,0,50,28,63,15,78,0.8076923076923077
6464,4/18/2019,Emerald Vista,1,74,2,4,0,33,48,74,7,81,0.9135802469135802
6465,4/18/2019,Esther Hobbs,1,39,1,10,0,51,0,39,12,51,0.7647058823529411
6466,4/18/2019,FH,1,97,0,3,0,101,0,97,4,101,0.9603960396039604
6467,4/18/2019,Foxdale,1,29,1,6,0,37,0,29,8,37,0.7837837837837838
6468,4/18/2019,Glen Berry,3,25,0,3,1,24,8,25,7,32,0.78125
6469,4/18/2019,Goss,2,35,0,7,0,0,44,35,9,44,0.7954545454545454
6470,4/18/2019,Graham,1,53,0,2,0,24,32,53,3,56,0.9464285714285714
6471,4/18/2019,Grant,1,27,0,15,0,0,43,27,16,43,0.627906976744186
6472,4/18/2019,Guy Emanuele,5,29,0,6,0,0,40,29,11,40,0.725
6473,4/18/2019,Hesperian,5,35,1,6,1,0,48,35,13,48,0.7291666666666666
6474,4/18/2019,Hillview,3,29,0,12,1,0,45,29,16,45,0.6444444444444445
6475,4/18/2019,Holbrook,0,72,3,5,0,48,32,72,8,80,0.9
6476,4/18/2019,Hubbard,1,54,1,5,1,0,62,54,8,62,0.8709677419354839
6477,4/18/2019,Kitayama,2,35,1,5,0,0,43,35,8,43,0.813953488372093
6478,4/18/2019,Linda Vista,1,100,2,3,1,75,32,100,7,107,0.9345794392523364
6479,4/18/2019,Logan,1,45,0,2,0,48,0,45,3,48,0.9375
6480,4/18/2019,Marie Kaiser,0,23,0,0,0,23,0,23,0,23,1.0
6481,4/18/2019,Meadowfair,1,38,1,8,0,0,48,38,10,48,0.7916666666666666
6482,4/18/2019,Meyer,2,36,0,5,0,0,43,36,7,43,0.8372093023255814
6483,4/18/2019,Paul Miller,0,79,1,5,1,44,42,79,7,86,0.9186046511627907
6484,4/18/2019,Pioneer,3,37,0,4,0,0,44,37,7,44,0.8409090909090909
6485,4/18/2019,Reach,1,18,1,3,0,23,0,18,5,23,0.782608695652174
6486,4/18/2019,Royal Sunset,2,26,1,14,0,0,43,26,17,43,0.6046511627906976
6487,4/18/2019,Russo,1,40,2,1,0,0,44,40,4,44,0.9090909090909091
6488,4/18/2019,Ryan,0,22,0,1,0,23,0,22,1,23,0.9565217391304348
6489,4/18/2019,Schilling,0,45,1,10,0,24,32,45,11,56,0.8035714285714286
6490,4/18/2019,Searles,1,41,0,1,0,0,43,41,2,43,0.9534883720930233
6491,4/18/2019,Sharon Jones,1,49,0,5,0,24,31,49,6,55,0.8909090909090909
6492,4/18/2019,Unidos,0,43,0,1,0,44,0,43,1,44,0.9772727272727273
6493,4/18/2019,Valley Medical Center,2,64,2,2,0,70,0,64,6,70,0.9142857142857143
6494,4/18/2019,Washington Hospital,1,57,1,5,0,64,0,57,7,64,0.890625
6495,4/19/2019,Amador,11,42,0,26,4,55,28,42,41,83,0.5060240963855421
6496,4/19/2019,Arbuckle,8,63,2,10,0,51,32,63,20,83,0.7590361445783133
6497,4/19/2019,Baldwin Park,3,46,1,28,1,48,31,46,33,79,0.5822784810126582
6498,4/19/2019,Carlson,2,22,2,4,1,20,11,22,9,31,0.7096774193548387
6499,4/19/2019,Castlemont,2,54,0,12,1,69,0,54,15,69,0.782608695652174
6500,4/19/2019,Cesar Chavez,9,58,3,19,4,0,93,58,35,93,0.6236559139784946
6501,4/19/2019,Chynoweth,2,25,0,6,1,34,0,25,9,34,0.7352941176470589
6502,4/19/2019,Cox,1,33,1,10,1,0,46,33,13,46,0.717391304347826
6503,4/19/2019,Cureton,7,43,0,12,0,0,62,43,19,62,0.6935483870967742
6504,4/19/2019,Decoto,13,71,2,13,4,63,40,71,32,103,0.6893203883495146
6505,4/19/2019,Delaine Eastin,1,16,1,13,0,23,8,16,15,31,0.5161290322580645
6506,4/19/2019,Dorsa,0,29,1,17,1,0,48,29,19,48,0.6041666666666666
6507,4/19/2019,Eden Palms,2,32,1,6,1,42,0,32,10,42,0.7619047619047619
6508,4/19/2019,Eden Youth,5,55,3,17,0,48,32,55,25,80,0.6875
6509,4/19/2019,Educare,4,51,0,23,0,50,28,51,27,78,0.6538461538461539
6510,4/19/2019,Emerald Vista,0,59,1,19,0,31,48,59,20,79,0.7468354430379747
6511,4/19/2019,Esther Hobbs,6,36,1,13,0,56,0,36,20,56,0.6428571428571429
6512,4/19/2019,FH,4,74,18,2,0,98,0,74,24,98,0.7551020408163265
6513,4/19/2019,Foxdale,1,21,4,12,0,38,0,21,17,38,0.5526315789473685
6514,4/19/2019,Glen Berry,5,16,0,7,1,21,8,16,13,29,0.5517241379310345
6515,4/19/2019,Goss,1,36,0,7,0,0,44,36,8,44,0.8181818181818182
6516,4/19/2019,Graham,15,31,2,8,0,24,32,31,25,56,0.5535714285714286
6517,4/19/2019,Guy Emanuele,3,31,1,5,0,0,40,31,9,40,0.775
6518,4/19/2019,Hillview,6,28,0,9,2,0,45,28,17,45,0.6222222222222222
6519,4/19/2019,Holbrook,0,54,2,22,0,47,31,54,24,78,0.6923076923076923
6520,4/19/2019,Hubbard,3,52,1,5,1,0,62,52,10,62,0.8387096774193549
6521,4/19/2019,Kitayama,1,33,1,8,0,0,43,33,10,43,0.7674418604651163
6522,4/19/2019,Linda Vista,2,85,2,16,1,74,32,85,21,106,0.8018867924528302
6523,4/19/2019,Logan,1,42,1,3,1,48,0,42,6,48,0.875
6524,4/19/2019,Marie Kaiser,1,18,2,2,0,23,0,18,5,23,0.782608695652174
6525,4/19/2019,Meadowfair,3,33,1,11,0,0,48,33,15,48,0.6875
6526,4/19/2019,Meyer,2,37,0,4,0,0,43,37,6,43,0.8604651162790697
6527,4/19/2019,Paul Miller,9,49,2,22,4,44,42,49,37,86,0.5697674418604651
6528,4/19/2019,Pioneer,4,36,0,4,0,0,44,36,8,44,0.8181818181818182
6529,4/19/2019,Reach,3,14,1,5,1,24,0,14,10,24,0.5833333333333334
6530,4/19/2019,Russo,2,31,2,9,0,0,44,31,13,44,0.7045454545454546
6531,4/19/2019,Ryan,0,19,0,5,0,24,0,19,5,24,0.7916666666666666
6532,4/19/2019,Schilling,6,33,1,16,0,24,32,33,23,56,0.5892857142857143
6533,4/19/2019,Searles,0,37,0,5,1,0,43,37,6,43,0.8604651162790697
6534,4/19/2019,Sharon Jones,6,34,0,14,1,24,31,34,21,55,0.6181818181818182
6535,4/19/2019,Unidos,0,30,0,14,0,44,0,30,14,44,0.6818181818181818
6536,4/19/2019,Valley Medical Center,3,58,3,6,0,70,0,58,12,70,0.8285714285714286
6537,4/19/2019,Washington Hospital,5,54,0,5,0,64,0,54,10,64,0.84375
6538,4/2/2019,Amador,1,73,1,8,2,56,29,73,12,85,0.8588235294117647
6539,4/2/2019,Arbuckle,1,82,0,3,0,54,32,82,4,86,0.9534883720930233
6540,4/2/2019,Baldwin Park,3,53,0,22,1,48,31,53,26,79,0.6708860759493671
6541,4/2/2019,Bay,0,44,0,4,0,0,48,44,4,48,0.9166666666666666
6542,4/2/2019,Carlson,1,27,0,3,0,20,11,27,4,31,0.8709677419354839
6543,4/2/2019,Castlemont,3,48,0,15,1,67,0,48,19,67,0.7164179104477612
6544,4/2/2019,Cesar Chavez,1,80,3,10,0,0,94,80,14,94,0.851063829787234
6545,4/2/2019,Chynoweth,2,30,0,4,0,36,0,30,6,36,0.8333333333333334
6546,4/2/2019,Colonial Acres,0,40,2,2,0,0,44,40,4,44,0.9090909090909091
6547,4/2/2019,Corvallis,0,39,0,8,1,0,48,39,9,48,0.8125
6548,4/2/2019,Cox,2,37,0,7,1,0,47,37,10,47,0.7872340425531915
6549,4/2/2019,Cureton,1,48,3,13,0,0,65,48,17,65,0.7384615384615385
6550,4/2/2019,Dayton,2,34,0,10,0,0,46,34,12,46,0.7391304347826086
6551,4/2/2019,Decoto,5,81,3,12,2,63,40,81,22,103,0.7864077669902912
6552,4/2/2019,Del Rey,1,37,0,7,2,0,47,37,10,47,0.7872340425531915
6553,4/2/2019,Delaine Eastin,0,26,0,6,0,24,8,26,6,32,0.8125
6554,4/2/2019,Dorsa,0,40,0,7,1,0,48,40,8,48,0.8333333333333334
6555,4/2/2019,Eden Palms,0,40,3,3,0,46,0,40,6,46,0.8695652173913043
6556,4/2/2019,Eden Youth,1,70,1,6,1,48,31,70,9,79,0.8860759493670886
6557,4/2/2019,Educare,2,66,0,9,0,49,28,66,11,77,0.8571428571428571
6558,4/2/2019,Emerald Vista,3,53,3,20,1,32,48,53,27,80,0.6625
6559,4/2/2019,Esther Hobbs,1,44,0,7,0,52,0,44,8,52,0.8461538461538461
6560,4/2/2019,FH,0,98,0,5,0,103,0,98,5,103,0.9514563106796117
6561,4/2/2019,Foxdale,0,35,2,2,0,39,0,35,4,39,0.8974358974358975
6562,4/2/2019,Glen Berry,0,29,0,3,0,24,8,29,3,32,0.90625
6563,4/2/2019,Goss,0,32,1,11,0,0,44,32,12,44,0.7272727272727273
6564,4/2/2019,Graham,2,49,0,4,0,24,31,49,6,55,0.8909090909090909
6565,4/2/2019,Grant,0,39,0,6,1,0,46,39,7,46,0.8478260869565217
6566,4/2/2019,Guy Emanuele,1,30,1,9,0,0,41,30,11,41,0.7317073170731707
6567,4/2/2019,Hesperian,0,35,1,10,0,0,46,35,11,46,0.7608695652173914
